Date_ItemName_ENG,LocalHealthBoard_ItemName_ENG,Indicator_ItemName_ENG,Data
06-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
06-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),42
06-Sep-20,Wales,Non-COVID-19 admissions&#10;,574
07-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),8
07-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,138
07-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),15
07-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,139
07-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),7
07-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,97
07-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),8
07-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,62
07-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),7
07-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,78
07-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
07-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
07-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),1
07-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,33
07-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
07-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
07-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),46
07-Sep-20,Wales,Non-COVID-19 admissions&#10;,552
08-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),16
08-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,324
08-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),15
08-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,256
08-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),17
08-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,258
08-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),12
08-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,116
08-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),0
08-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,111
08-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
08-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
08-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),5
08-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,49
08-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
08-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,4
08-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),65
08-Sep-20,Wales,Non-COVID-19 admissions&#10;,1121
09-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),10
09-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,272
09-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),14
09-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,191
09-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),14
09-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,281
09-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),12
09-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,123
09-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
09-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,134
09-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
09-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
09-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),0
09-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,74
09-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
09-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
09-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),56
09-Sep-20,Wales,Non-COVID-19 admissions&#10;,1084
10-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
10-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,322
10-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),16
10-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,197
10-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),7
10-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,217
10-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),15
10-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,103
10-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),3
10-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,109
10-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
10-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,2
10-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),1
10-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,58
10-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
10-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
10-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),49
10-Sep-20,Wales,Non-COVID-19 admissions&#10;,1013
11-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),6
11-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,295
11-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),16
11-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,236
11-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),15
11-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,265
11-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),18
11-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,124
11-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),8
11-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,102
11-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
11-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
11-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),7
11-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,65
11-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
11-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,7
11-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),70
11-Sep-20,Wales,Non-COVID-19 admissions&#10;,1097
12-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),13
12-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,289
12-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),4
12-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,191
12-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),16
12-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,247
12-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),11
12-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,128
12-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),5
12-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,117
12-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
12-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,7
12-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
12-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,82
12-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
12-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
12-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),55
12-Sep-20,Wales,Non-COVID-19 admissions&#10;,1067
13-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),18
13-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,142
13-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),16
13-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,82
13-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),4
13-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,102
13-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),11
13-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,109
13-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
13-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,96
13-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
13-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,2
13-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),0
13-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,50
13-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
13-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
13-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),55
13-Sep-20,Wales,Non-COVID-19 admissions&#10;,584
14-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),8
14-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,158
14-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),18
14-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,114
14-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),4
14-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,102
14-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),15
14-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,89
14-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),14
14-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,88
14-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
14-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
14-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),0
14-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,44
14-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
14-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,2
14-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),59
14-Sep-20,Wales,Non-COVID-19 admissions&#10;,597
15-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),6
15-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,285
15-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),3
15-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,237
15-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),14
15-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,265
15-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),18
15-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,144
15-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
15-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,102
15-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
15-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,5
15-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),3
15-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,73
15-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
15-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
15-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),53
15-Sep-20,Wales,Non-COVID-19 admissions&#10;,1116
16-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
16-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,318
16-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),19
16-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,236
16-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),16
16-Sep-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,277
16-Sep-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),14
16-Sep-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,112
16-Sep-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),6
16-Sep-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,100
16-Sep-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
16-Sep-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
16-Sep-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),3
16-Sep-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,51
16-Sep-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
16-Sep-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,3
16-Sep-20,Wales,COVID-19 admissions (suspected and confirmed),65
16-Sep-20,Wales,Non-COVID-19 admissions&#10;,1100
17-Sep-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
17-Sep-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,339
17-Sep-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),3
17-Sep-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,244
17-Sep-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),14
